crID	cat	trf	maxnet	new_purity	new_recovered	new_n_big	new_assigned	new_n_alleles	cur_purity	cur_recovered	cur_n_big	cur_assigned	cur_n_alleles
753	het	True	48	0.6666666666666666	False	1	1.0	2	1.0	False	1	1.0	2
758	cpx_het	False	274	1.0	True	2	1.0	2	1.0	True	2	1.0	2
774	cpx_het	True	38	1.0	True	2	1.0	2	0.6	False	1	1.0	2
776	het	True	67	1.0	True	2	0.8823529411764706	2	1.0	True	2	1.0	2
777	hom	True	31	1.0	True	2	0.96	1	1.0	True	1	1.0	1
785	hom	False	33	1.0	True	2	0.75	1	1.0	True	1	1.0	1
805	cpx_het	True	108	0.75	False	1	0.8	2	0.6	False	1	1.0	2
806	hom	False	316	1.0	True	2	0.8666666666666667	1	1.0	True	1	1.0	1
808	cpx_het	True	69	1.0	True	2	0.8125	2	0.625	False	1	1.0	2
813	hom	True	29	1.0	True	2	0.9090909090909091	1	1.0	True	1	1.0	1
823	het	False	814	1.0	True	2	1.0	2	1.0	True	2	1.0	2
827	het	True	81	1.0	True	2	1.0	2	0.9375	True	2	1.0	2
828	hom	False	53	1.0	True	2	1.0	1	1.0	True	1	1.0	1
846	hom	False	323	1.0	True	2	0.9523809523809523	1	1.0	True	1	1.0	1
848	hom	True	167	1.0	True	2	0.8333333333333334	1	1.0	True	1	1.0	1
851	cpx_het	True	152	1.0	True	2	0.875	2	0.5	False	1	1.0	2
861	ref	False	0	1.0	True	3	0.8888888888888888	1	1.0	True	2	1.0	1
862	ref	False	0	1.0	True	3	0.896551724137931	1	1.0	True	2	1.0	1
864	ref	True	0	1.0	True	2	0.8205128205128205	1	1.0	True	1	1.0	1
873	het	True	38	1.0	True	2	0.875	2	1.0	True	2	1.0	2
884	ref	True	0	1.0	True	2	0.8571428571428571	1	1.0	True	1	1.0	1
888	het	False	36	1.0	True	2	0.9	2	1.0	True	2	1.0	2
896	hom	True	576	1.0	True	2	1.0	1	1.0	True	1	1.0	1
898	het	False	72	1.0	True	2	0.92	2	1.0	True	2	1.0	2
912	het	True	83	1.0	True	2	0.9047619047619048	2	0.9047619047619048	True	2	1.0	2
920	cpx_het	True	155	1.0	True	2	0.95	2	1.0	True	2	1.0	2
923	het	True	325	1.0	True	2	0.95	2	1.0	True	2	1.0	2
927	cpx_het	True	35	1.0	True	2	0.9375	2	0.8125	True	2	1.0	2
938	het	True	36	1.0	True	2	0.8888888888888888	2	0.9444444444444444	True	2	1.0	2
940	cpx_het	True	52	1.0	True	2	0.9	2	1.0	True	2	1.0	2
941	hom	True	48	1.0	True	2	0.9166666666666666	1	1.0	True	1	1.0	1
961	cpx_het	True	313	1.0	True	2	1.0	2	1.0	True	2	1.0	2
967	ref	False	0	1.0	True	2	0.5	1	1.0	True	1	1.0	1
983	het	False	310	1.0	True	2	0.9545454545454546	2	1.0	True	2	1.0	2
985	cpx_het	True	511	1.0	True	2	0.96	2	1.0	True	2	1.0	2
992	ref	True	0	1.0	True	2	0.8333333333333334	1	1.0	True	1	1.0	1
993	het	False	45	1.0	True	2	0.8571428571428571	2	1.0	True	2	1.0	2
999	cpx_het	True	208	1.0	True	2	0.9090909090909091	2	1.0	True	2	1.0	2
1002	hom	True	955	1.0	True	2	0.9444444444444444	1	1.0	True	1	1.0	1
1008	het	True	50	1.0	True	2	0.8421052631578947	2	1.0	True	2	1.0	2
1014	hom	True	108	1.0	True	2	0.7894736842105263	1	1.0	True	1	1.0	1
1015	hom	True	849	1.0	True	2	0.8260869565217391	1	1.0	True	1	1.0	1
1016	het	False	329	1.0	True	2	0.85	2	1.0	True	2	1.0	2
1022	het	True	68	1.0	True	2	0.95	2	1.0	True	2	1.0	2
1023	het	True	48	1.0	True	2	0.9565217391304348	2	1.0	True	2	1.0	2
1025	het	True	238	1.0	True	2	0.88	2	0.96	True	2	1.0	2
1028	het	True	145	1.0	True	2	0.8823529411764706	2	1.0	True	2	1.0	2
1032	het	True	741	1.0	True	2	0.92	2	0.96	True	2	1.0	2
1033	het	True	38	1.0	True	2	0.9642857142857143	2	1.0	True	2	1.0	2
1034	cpx_het	True	68	1.0	True	2	0.9393939393939394	2	0.9696969696969697	True	2	1.0	2
1036	het	True	30	1.0	True	2	1.0	2	0.6153846153846154	False	1	1.0	2
1039	ref	False	0	1.0	True	2	0.9285714285714286	1	1.0	True	1	1.0	1
1041	het	True	32	1.0	True	2	0.8571428571428571	2	0.8095238095238095	True	2	1.0	2
1042	hom	False	145	1.0	True	2	0.9545454545454546	1	1.0	True	1	1.0	1
1044	het	False	118	1.0	True	2	0.8918918918918919	2	1.0	True	2	1.0	2
1049	het	False	72	1.0	True	2	0.8148148148148148	2	1.0	True	2	1.0	2
1052	hom	False	317	1.0	True	2	0.8421052631578947	1	1.0	True	1	1.0	1
1057	het	True	169	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1062	het	False	133	1.0	True	2	0.8571428571428571	2	1.0	True	2	1.0	2
1072	hom	True	2705	1.0	True	2	0.7222222222222222	1	1.0	True	2	1.0	1
1080	cpx_het	True	248	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1084	het	False	31	1.0	True	2	0.9473684210526315	2	0.631578947368421	False	1	1.0	2
1088	ref	False	0	1.0	True	2	0.9565217391304348	1	1.0	True	1	1.0	1
1090	het	True	60	1.0	True	2	0.9523809523809523	2	1.0	True	2	1.0	2
1094	het	True	63	1.0	True	2	0.8823529411764706	2	0.8823529411764706	True	2	1.0	2
1102	cpx_het	True	132	1.0	True	2	0.9090909090909091	2	1.0	True	2	1.0	2
1105	het	True	28	1.0	True	2	0.8571428571428571	2	0.5714285714285714	False	1	1.0	2
1115	hom	True	175	1.0	True	2	0.9230769230769231	1	1.0	True	1	1.0	1
1121	het	True	33	1.0	True	2	0.9	2	1.0	True	2	1.0	2
1122	cpx_het	True	1067	1.0	True	2	0.8666666666666667	2	0.9666666666666667	True	2	1.0	2
1123	het	False	329	1.0	True	2	1.0	2	0.9473684210526315	True	2	1.0	2
1127	het	True	53	1.0	True	2	0.9090909090909091	2	1.0	True	2	1.0	2
1135	het	True	48	1.0	True	2	0.7619047619047619	2	0.8095238095238095	True	2	1.0	2
1139	hom	True	43	1.0	False	0	0.6666666666666666	1	1.0	True	1	1.0	1
1149	cpx_het	True	125	1.0	False	1	0.8	2	1.0	False	1	1.0	2
1156	hom	True	189	1.0	True	2	0.6428571428571429	1	1.0	True	2	1.0	1
1165	cpx_het	True	224	1.0	True	2	0.8421052631578947	2	0.9473684210526315	True	2	1.0	2
1167	het	True	104	1.0	True	2	0.9333333333333333	2	0.9333333333333333	True	2	1.0	2
1174	cpx_het	True	38	1.0	True	2	0.9411764705882353	2	1.0	True	2	1.0	2
1178	hom	False	314	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1196	cpx_het	True	894	1.0	False	1	0.875	2	1.0	True	2	1.0	2
1197	het	True	98	1.0	True	2	0.96	2	0.92	True	2	1.0	2
1203	het	True	37	1.0	True	2	0.75	2	0.9	True	2	1.0	2
1206	hom	False	34	1.0	True	2	0.9047619047619048	1	1.0	True	1	1.0	1
1209	cpx_het	True	68	1.0	True	2	0.9	2	0.75	False	1	1.0	2
1210	het	True	2111	1.0	True	2	0.8823529411764706	2	1.0	True	2	1.0	2
1211	het	True	108	1.0	True	2	0.8823529411764706	2	1.0	True	2	1.0	2
1214	cpx_het	True	78	1.0	True	2	0.9047619047619048	2	0.9523809523809523	True	2	1.0	2
1228	het	False	1949	1.0	True	2	0.8888888888888888	2	1.0	True	2	1.0	2
1229	cpx_het	True	297	1.0	True	2	0.8571428571428571	2	1.0	True	2	1.0	2
1240	het	False	36	1.0	True	2	0.9565217391304348	2	0.782608695652174	False	1	1.0	2
1244	het	True	104	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1247	het	True	30	1.0	True	2	0.9	2	0.6	False	1	1.0	2
1253	het	True	153	1.0	True	2	0.9375	2	1.0	True	2	1.0	2
1254	het	True	757	1.0	True	2	0.85	2	1.0	True	2	1.0	2
1259	het	True	42	1.0	True	2	0.8	2	0.95	True	2	1.0	2
1263	het	False	167	1.0	True	2	0.9545454545454546	2	1.0	True	2	1.0	2
1268	het	True	44	1.0	True	2	0.9473684210526315	2	0.8421052631578947	True	2	1.0	2
1271	ref	False	0	1.0	True	2	0.7727272727272727	1	1.0	True	1	1.0	1
1274	hom	False	30	1.0	True	1	0.6666666666666666	1	1.0	True	1	1.0	1
1276	hom	True	54	1.0	True	1	0.8	1	1.0	True	1	1.0	1
1279	het	True	105	1.0	True	2	0.9411764705882353	2	1.0	True	2	1.0	2
1288	hom	True	244	1.0	False	0	0.6666666666666666	1	1.0	True	1	1.0	1
1291	cpx_het	True	377	1.0	True	2	0.9166666666666666	2	0.9583333333333334	True	2	1.0	2
1292	het	False	341	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1301	het	True	140	1.0	True	2	0.9032258064516129	2	1.0	True	2	1.0	2
1312	het	True	70	1.0	True	2	0.8571428571428571	2	0.9523809523809523	True	2	1.0	2
1315	het	True	58	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1323	het	False	39484	1.0	True	2	0.9333333333333333	2	0.5333333333333333	False	1	1.0	2
1325	het	True	79	1.0	True	2	0.95	2	1.0	True	2	1.0	2
1327	cpx_het	True	46	1.0	True	2	0.9375	2	1.0	True	2	1.0	2
1350	cpx_het	True	92	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1351	cpx_het	True	391	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1357	het	False	32	1.0	True	2	0.9545454545454546	2	1.0	True	2	1.0	2
1359	het	False	6075	1.0	True	2	0.8333333333333334	2	0.9666666666666667	True	2	1.0	2
1361	cpx_het	True	116	1.0	True	2	0.7777777777777778	2	1.0	True	2	1.0	2
1363	het	False	67	1.0	True	2	0.9523809523809523	2	0.9047619047619048	True	2	1.0	2
1372	cpx_het	True	153	1.0	True	2	0.8888888888888888	2	0.9629629629629629	True	2	1.0	2
1378	het	True	36	1.0	True	2	0.7777777777777778	2	1.0	True	2	1.0	2
1380	hom	True	207	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1381	het	True	80	1.0	True	2	0.8947368421052632	2	1.0	True	2	1.0	2
1386	ref	False	0	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1405	cpx_het	True	353	1.0	True	2	0.8333333333333334	2	0.9166666666666666	True	2	1.0	2
1407	het	True	32	1.0	True	2	0.8571428571428571	2	1.0	True	2	1.0	2
1409	hom	True	179	1.0	True	1	0.7777777777777778	1	1.0	True	1	1.0	1
1425	het	True	56	1.0	True	2	1.0	2	0.9090909090909091	True	2	1.0	2
1438	het	True	43	1.0	True	2	0.8695652173913043	2	0.9565217391304348	True	2	1.0	2
1439	het	True	89	1.0	True	2	0.9565217391304348	2	1.0	True	2	1.0	2
1440	cpx_het	True	64	1.0	True	2	0.9583333333333334	2	0.5416666666666666	False	1	1.0	2
1441	het	False	1471	1.0	True	2	0.9047619047619048	2	1.0	True	2	1.0	2
1443	hom	True	156	1.0	True	1	0.8	1	1.0	True	1	1.0	1
1456	het	True	34	1.0	True	2	0.8260869565217391	2	0.9565217391304348	True	2	1.0	2
1457	het	True	128	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1472	het	True	65	1.0	True	2	0.9090909090909091	2	0.9545454545454546	True	2	1.0	2
1474	cpx_het	True	774	1.0	True	2	0.875	2	1.0	True	2	1.0	2
1481	cpx_het	True	615	1.0	True	2	0.9428571428571428	2	1.0	True	2	1.0	2
1482	het	True	44	1.0	True	2	0.9523809523809523	2	1.0	True	2	1.0	2
1485	het	False	317	1.0	True	2	0.9090909090909091	2	1.0	True	2	1.0	2
1486	het	True	96	1.0	True	2	0.8333333333333334	2	0.8333333333333334	True	2	1.0	2
1493	het	True	37	1.0	True	2	0.8888888888888888	2	1.0	True	2	1.0	2
1495	het	True	38	1.0	True	2	1.0	2	0.9230769230769231	True	2	1.0	2
1500	hom	False	77	1.0	True	2	0.8333333333333334	1	1.0	True	1	1.0	1
1510	het	True	60	1.0	True	2	0.7692307692307693	2	1.0	True	2	1.0	2
1511	het	False	44	1.0	True	2	0.9090909090909091	2	1.0	True	2	1.0	2
1516	hom	True	723	1.0	True	2	0.9285714285714286	1	1.0	True	1	1.0	1
1521	cpx_het	True	608	1.0	True	2	0.9565217391304348	2	1.0	True	2	1.0	2
1523	het	True	212	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1544	hom	False	63	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1547	hom	True	51	1.0	True	2	0.7692307692307693	1	1.0	True	1	1.0	1
1554	het	False	84	1.0	True	2	1.0	2	0.9523809523809523	True	2	1.0	2
1558	het	True	250	1.0	True	2	0.9090909090909091	2	1.0	True	2	1.0	2
1561	het	False	151	1.0	True	2	0.8333333333333334	2	0.9166666666666666	False	1	1.0	2
1564	hom	True	72	1.0	True	2	0.9545454545454546	1	1.0	True	1	1.0	1
1571	het	False	956	1.0	True	2	0.9047619047619048	2	1.0	True	2	1.0	2
1572	het	True	52	1.0	True	2	0.8571428571428571	2	1.0	True	2	1.0	2
1576	cpx_het	True	298	1.0	True	2	0.8888888888888888	2	0.6666666666666666	False	1	1.0	2
1578	het	True	91	1.0	True	2	0.9333333333333333	2	1.0	True	2	1.0	2
1592	het	True	64	1.0	True	2	0.9166666666666666	2	1.0	True	2	1.0	2
1594	het	False	36	1.0	False	1	0.8571428571428571	2	1.0	True	2	1.0	2
1597	hom	False	319	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1602	cpx_het	True	126	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1604	het	True	22	1.0	True	2	0.9047619047619048	2	0.5238095238095238	False	1	1.0	2
1610	cpx_het	False	32	1.0	True	2	0.8421052631578947	2	0.8421052631578947	False	1	1.0	2
1615	cpx_het	True	234	1.0	False	1	0.7333333333333333	2	0.8666666666666667	True	2	1.0	2
1623	cpx_het	True	1420	1.0	True	2	0.9523809523809523	2	1.0	True	2	1.0	2
1630	hom	False	48	1.0	True	2	0.8461538461538461	1	1.0	True	1	1.0	1
1632	het	True	43	1.0	True	2	0.9473684210526315	2	1.0	True	2	1.0	2
1633	hom	True	432	1.0	True	2	0.8333333333333334	1	1.0	True	1	1.0	1
1635	hom	True	146	1.0	True	2	0.9411764705882353	1	1.0	True	1	1.0	1
1642	hom	False	335	1.0	True	2	0.9	1	1.0	True	1	1.0	1
1643	het	True	136	1.0	True	2	0.7777777777777778	2	1.0	True	2	1.0	2
1645	cpx_het	True	437	1.0	True	2	0.8529411764705882	2	0.9411764705882353	True	2	1.0	2
1647	het	False	34	1.0	True	2	0.9166666666666666	2	0.875	True	2	1.0	2
1657	hom	True	876	1.0	True	1	1.0	1	1.0	True	1	1.0	1
1665	het	False	225	1.0	True	2	0.8461538461538461	2	1.0	True	2	1.0	2
1672	hom	True	151	1.0	True	2	0.8947368421052632	1	1.0	True	1	1.0	1
1673	ref	True	0	1.0	True	2	0.9130434782608695	1	1.0	True	1	1.0	1
1680	het	False	47	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1699	het	True	84	1.0	True	2	0.8823529411764706	2	1.0	True	2	1.0	2
1704	het	True	32	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1711	het	False	35	1.0	True	2	0.9629629629629629	2	1.0	True	2	1.0	2
1715	het	True	5414	1.0	True	2	0.9130434782608695	2	1.0	True	2	1.0	2
1717	hom	False	75	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1719	het	True	32	1.0	True	2	0.8333333333333334	2	1.0	True	2	1.0	2
1720	ref	True	0	1.0	True	2	0.75	1	1.0	True	2	1.0	1
